TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,555705716,555705716,1,Ampang,Ampang Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,20.3281309113,20.3301718823015,Not Applicable,0,Designated,1999,Sub-national ministry or agency,Not Reported,Selangor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705717,555705717,1,Ulu Gombak,Ulu Gombak Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,101.497539775,101.509718333595,Not Applicable,0,Designated,1999,Sub-national ministry or agency,Not Reported,Selangor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3804,3804,1,Rantau Panjang,Rantau Panjang Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,3.89665040327,3.89671628940558,Not Applicable,0,Designated,1999,Sub-national ministry or agency,Not Reported,Selangor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705719,555705719,1,Paya Indah Wetland Sanctuary,Paya Indah Wetland Sanctuary,Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,0,4.5279896466,4.52751632199969,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705735,555705735,1,Peramu,Peramu Soil Reclamation Forest,Forest Reserve,Forest Reserve,National,IV,Not Applicable,1,0,0.0746283489233001,0.517877333784,0.517955929255116,Not Reported,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3787,3787,1,Bukit Tarek,Bukit Tarek Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,8.41633542707,8.41714891339991,Not Applicable,0,Designated,1999,Sub-national ministry or agency,Not Reported,Selangor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705803,555705803,1,Tanjung Guntung Turtle Sanctuary,Tanjung Guntung Turtle Sanctuary,Turtle Sanctuary,Turtle Sanctuary,National,IV,Not Applicable,1,0,0.00498139713278443,0.012746528769,0.0127414314824221,Not Reported,0,Designated,2006,Sub-national ministry or agency,Not Reported,District Office (Besut),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705718,555705718,1,Bukit Belata,Bukit Belata Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,30.2268787481,30.2296928891724,Not Applicable,0,Designated,1999,Sub-national ministry or agency,Not Reported,Selangor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3782,3782,1,Bukit Cherakah,Bukit Cherakah Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,11.2370749488,11.2364616849228,Not Applicable,0,Designated,1999,Sub-national ministry or agency,Not Reported,Selangor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705720,555705720,1,Semangkok,Semangkok Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,15.0920312266,15.0951843916705,Not Applicable,0,Designated,1999,Sub-national ministry or agency,Not Reported,Selangor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705737,555705737,1,Endau,Endau Soil Reclamation Forest,Forest Reserve,Forest Reserve,National,IV,Not Applicable,0,0,0,0.778429948353,0.778661999870299,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705721,555705721,1,Templer,Templer Forest Reserve,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,7.97984348063,7.98042958777659,Not Applicable,0,Designated,1995,Sub-national ministry or agency,Not Reported,Selangor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,10098,10098,1,Kuala Selangor,Kuala Selangor Nature Park,Nature Park,Nature Park,National,II,Not Applicable,0,0,0,2.58205711283,2.58173577045636,Not Reported,0,Designated,1997,Government-delegated management,Not Reported,Kuala Selangor District Council / Malaysian Nature Society (MNS),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705722,555705722,1,Kuala Selangor Hill,Kuala Selangor Hill Wildlife Reserve,Wildlife Reserve,Wildlife Reserve,National,VI,Not Applicable,0,0,0,0.415551587397,0.415502839673397,Not Applicable,0,Designated,1922,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,10006,10006,1,Klang Gate,Klang Gate Wildlife Reserve,Wildlife Reserve,Wildlife Reserve,National,VI,Not Applicable,0,0,0,1.56231875876,1.56244046218162,Not Applicable,0,Designated,1936,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705723,555705723,1,Perlis State Park,Perlis State Park,Forest Reserve,Forest Reserve,National,II,Not Applicable,0,0,0,52.665817056,52.6825643335778,Not Applicable,0,Designated,2008,Sub-national ministry or agency,Not Reported,Perlis State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3757,3757,1,Piah,Piah Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,164.453642599,164.504691396332,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Perak State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3746,3746,1,Kledang Saiong,Kledang Saiong Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,7.08934732278,7.0911093277963,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Perak State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705724,555705724,1,Bukit Tapah,Bukit Tapah Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,313.148336667,313.223599348255,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Perak State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3743,3743,1,Ijok,Ijok Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,2.91302976184,2.91375350716903,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Perak State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3726,3726,1,Behrang,Behrang Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,26.3256711771,26.3304817694206,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Perak State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3730,3730,1,Bubu,Bubu Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,58.1716596248,58.180378697184,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Perak State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705725,555705725,1,Lepang Nenering,Lepang Nenering Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,9.07538352886,9.07827074885382,Not Applicable,0,Designated,2004,Sub-national ministry or agency,Not Reported,Perak State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,10001,10001,1,Batu Gajah Wildlife Reserve,Batu Gajah Wildlife Reserve,Wildlife Reserve,Wildlife Reserve,National,IV,Not Applicable,0,0,0,0.0142041958008,0.0142067366978421,Not Applicable,0,Designated,1952,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705726,555705726,1,Gerik,Gerik Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,115.757992751,115.79457304199,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Perak State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705729,555705729,1,Gunung Lang,Gunung Lang Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,2.6178152596,2.61865627751669,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Perak State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705730,555705730,1,Bujang Melaka,Bujang Melaka Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,4.23566718439,4.236470835364,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Perak State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3729,3729,1,Bintang Hijau,Bintang Hijau Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,284.233478756,284.314257243755,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Perak State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3526,3526,1,Bukit Larut,Bukit Larut Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,40.6514691098,40.6591224810245,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Perak State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705727,555705727,1,Belukar Semang,Belukar Semang Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,2.75816830895,2.75904972860795,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Perak State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705728,555705728,1,Segari Turtle Hatching Centre,Segari Turtle Hatching Centre,Wildlife Reserve,Wildlife Reserve,National,IV,Not Applicable,0,0,0,0.02495957879,0.024958119505678,Not Applicable,0,Designated,1996,Federal or national ministry or agency,Not Reported,Department of Fisheries (DOF),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3747,3747,1,Korbu,Korbu Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,278.034386598,278.116666940384,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Perak State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3764,3764,1,Bukit Slim,Bukit Slim Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,107.79482995,107.817838030433,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Perak State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3731,3731,1,Bukit Kinta,Bukit Kinta Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,194.952794541,195.005964750861,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Perak State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705732,555705732,1,Penang National Park,Penang National Park,State Park,State Park,National,II,Not Applicable,1,0,12.3518312716441,11.6867531308,25.0835038260092,Not Reported,0,Designated,2003,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705733,555705733,1,Gunung Aais,Gunung Aais Soil Protection Forest,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,928.199179364,928.358429622753,Not Applicable,0,Designated,2006,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705734,555705734,1,Remen Chereh,Remen Chereh Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,124.399704415,124.423663214815,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3719,3719,1,(Ulu) Teranum,(Ulu) Teranum Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,37.953271914,37.9617013699249,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3668,3668,1,Balok,Balok Soil Reclamation Forest,Forest Reserve,Forest Reserve,National,IV,Not Applicable,0,0,0,1.41716082287,1.41729404262525,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3679,3679,1,Cherating,Cherating Soil Reclamation Forest,Forest Reserve,Forest Reserve,National,IV,Not Applicable,0,0,0.00248155360361278,2.54002770868,2.54008288212174,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705736,555705736,1,Kuantan,Kuantan Soil Reclamation Forest,Forest Reserve,Forest Reserve,National,IV,Not Applicable,0,0,0.0148242569646801,3.49583331104,3.49640930811445,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3701,3701,1,Rompin,Rompin Soil Reclamation Forest,Forest Reserve,Forest Reserve,National,IV,Not Applicable,0,0,0.0203712257102562,2.0443793581,2.04499142422798,Not Reported,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3700,3700,1,Pontian,Pontian Soil Reclamation Forest,Forest Reserve,Forest Reserve,National,IV,Not Applicable,0,0,0.00755263243896815,1.84618905888,1.84674219584371,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3671,3671,1,Bebar,Bebar Soil Reclamation Forest,Forest Reserve,Forest Reserve,National,IV,Not Applicable,0,0,0.14450371670962,4.73614972253,4.73742458559131,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3705,3705,1,Sungai Miang,Sungai Miang Soil Reclamation Forest,Forest Reserve,Forest Reserve,National,IV,Not Applicable,0,0,0.448789491975733,5.42953263466,5.43061288701827,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3697,3697,1,Mentigi,Mentigi Soil Protection Forest,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,8.16471010791,8.16690554091936,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705738,555705738,1,Endau Rompin (Pahang) State Park,Endau Rompin (Pahang) State Park,Wildlife Reserve,Wildlife Reserve,National,II,Not Applicable,0,0,0,401.447180882,401.574965314233,Not Applicable,0,Designated,1983,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3689,3689,1,Lakum,Lakum Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,40.4085537798,40.4193161119089,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3686,3686,1,Kemasul,Kemasul Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,8.95955129062,8.96210013634573,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3682,3682,1,Jengka,Jengka Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,123.202890059,123.242088265907,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705739,555705739,1,Ringlet,Ringlet Soil Protection Forest,Forest Reserve,Forest Reserve,National,Ib,Not Applicable,0,0,0,5.20959233302,5.21093653094403,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705742,555705742,1,Gunung Benom,Gunung Benom Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,83.6877999514,83.7124613786054,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3149,3149,1,Krau,Krau Wildlife Reserve,Wildlife Reserve,Wildlife Reserve,National,Ia,Not Applicable,0,0,0,603.208680299,603.391528071515,Not Applicable,0,Designated,1923,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,9991,9991,1,Pahang Tua,Pahang Tua Wildlife Reserve,Wildlife Reserve,Wildlife Reserve,National,IV,Not Applicable,0,0,0.208546729119029,8.3769415127,8.3784981034449,Not Applicable,0,Designated,1954,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705745,555705745,1,Tampin,Tampin Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,4.85810251707,4.85834884613626,Not Applicable,0,Designated,2001,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3662,3662,1,Senaling Inas,Senaling Inas Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,3.65793629443,3.65833970234661,Not Applicable,0,Designated,2001,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3561,3561,1,Gunung Pulai,Gunung Pulai Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,9.41051349042,9.4131030411789,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Johor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705743,555705743,1,Kuala Pahang,Kuala Pahang Wildlife Reserve,Wildlife Reserve,Wildlife Reserve,National,IV,Not Applicable,1,0,6.69165076035053,14.8266181896,14.829400587984,Not Reported,0,Designated,1964,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3649,3649,1,Galla,Galla Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,2.00406660337,2.00403377219819,Not Applicable,0,Designated,2001,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705748,555705748,1,Padang Kemunting Turtle Sanctuary,Padang Kemunting Turtle Sanctuary,Wildlife Reserve,Wildlife Reserve,National,IV,Not Applicable,0,0,0,0.0175680914776,0.017566605397052,Not Reported,0,Designated,1991,Federal or national ministry or agency,Not Reported,Department of Fisheries (DOF),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705749,555705749,1,Melaka City Bird Sanctury Area,Melaka City Bird Sanctury Area,Wildlife Reserve,Wildlife Reserve,National,IV,Not Applicable,1,0,0.02895624493919,0.0578068833808,0.057804937727467,Not Reported,0,Designated,2004,Sub-national ministry or agency,Not Reported,Melaka State,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3690,3690,1,Lentang,Lentang Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,299.872769343,299.93191182749,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705744,555705744,1,Bukit Tinggi,Bukit Tinggi Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,109.580761843,109.602714716389,Not Applicable,0,Designated,2002,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3666,3666,1,Tebong,Tebong Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,1.31211568673,1.31227653766216,Not Applicable,0,Designated,2001,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3646,3646,1,Angsi,Angsi Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,36.4491911655,36.4514846798988,Not Applicable,0,Designated,2001,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705746,555705746,1,Triang,Triang Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,5.8077132524,5.80870095088543,Not Applicable,0,Designated,2001,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705753,555705753,1,Sidam Kanan Tuntung Reserve,Sidam Kanan Tuntung Reserve,Wildlife Reserve,Wildlife Reserve,National,IV,Not Applicable,0,0,0,0.115004757363,0.115040976553051,Not Applicable,0,Designated,1977,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,20453,20453,1,Endau Rompin (Johor) National Park,Endau Rompin (Johor) National Park,National Park,National Park,National,II,Not Applicable,0,0,0,483.637158364,483.790478189806,Not Applicable,0,Designated,1993,Sub-national ministry or agency,Not Reported,Johor National Parks Corporation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705747,555705747,1,Kenaboi,Kenaboi Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,217.106295932,217.142696446682,Not Applicable,0,Designated,2008,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3661,3661,1,Pelangai,Pelangai Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,20.2116072649,20.2144610784858,Not Applicable,0,Designated,2001,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705750,555705750,1,Nine Islands,Nine Islands Wildlife Reserve,Wildlife Reserve,Wildlife Reserve,National,IV,Not Applicable,1,0,0.15340954449862,0.251399912372,0.251390022591886,Not Reported,0,Designated,1971,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705751,555705751,1,Kuala Lumpur Golf Course Wildlife Reserve,Kuala Lumpur Golf Course Wildlife Reserve,Wildlife Reserve,Wildlife Reserve,National,V,Not Applicable,0,0,0,1.31417419111,1.31424868742529,Not Applicable,0,Designated,1923,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705752,555705752,1,Bukit Pinang Tuntung Reserve,Bukit Pinang Tuntung Reserve,Wildlife Reserve,Wildlife Reserve,National,IV,Not Applicable,0,0,0,0.0793183558557,0.0793393498985587,Not Applicable,0,Designated,1977,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,3474,3474,1,Gunung Ledang,Gunung Ledang Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,26.2489025555,26.2536770299077,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Johor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705754,555705754,1,Panti,Panti Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,0,28.382963182,28.3920602103195,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Johor State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705755,555705755,1,Pulau Kukup National Park,Pulau Kukup National Park,State Park,State Park,National,II,Not Applicable,1,0,1.3662582926738,6.31184065772,6.31302524786244,Not Reported,0,Designated,1997,Sub-national ministry or agency,Not Reported,Johor National Parks Corporation (JNPC),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
